110,Les salariés ont-ils la formation CACES (Certificat d'Aptitude à la Conduite En Sécurité) ?,7,QUESTION_CHOIX_UNIQUE,52
117,"En cas de temps chaud, donnez-vous à vos salariés une quantité d'eau nécessaire, soit minimum 3 litres d'eau par jour ?",3,QUESTION_CHOIX_UNIQUE,55
111,Proposez-vous d'éventuelles formations à vos salariés parmi les choix suivants? ,4,QUESTION_CHOIX_MULTIPLE,53
132,l'équipe a été impliqué?,5,QUESTION_CHOIX_UNIQUE,61
112,"Pour la réalisation d'opérations de soudage, les salariés possèdent-ils l'habilitation PGN et/ou PGP? ",6,QUESTION_CHOIX_UNIQUE,53
118,"En cas de chaleur, laissez-vous à vos salariés des temps de pause plus conséquents ?",3,QUESTION_CHOIX_UNIQUE,55
123,"Des pauses durant le temps de travail sont-elles possibles pour éviter des tendinites du coude, de l'épaule ou autres ? ",4,QUESTION_CHOIX_UNIQUE,58
119,Les salariés ont-ils validé le diplôme du SST ? (Sauveteur Secouriste du Travail),5,QUESTION_CHOIX_UNIQUE,56
133,l'équipe a fini toutes les taches à faire?,5,QUESTION_CHOIX_UNIQUE,61
129,l'équipe a fini toutes les taches à faire?,5,QUESTION_CHOIX_UNIQUE,62
128,l'équipe a été impliqué?,5,QUESTION_CHOIX_UNIQUE,62
136,La covid a impacté votre devloppement?,0,QUESTION_CHOIX_UNIQUE,64
